edges_traj,traj_occ_list,traj_alt_occ_list,traj_supp,traj_freq,traj_exp_ind,traj_var_ind,t_stat_ind,t_stat_norm_ind,pval_ind,traj_exp_perm,traj_var_perm,t_stat_perm,t_stat_norm_perm,pval_perm,traj_exp_topol,traj_var_topol,t_stat_topol,t_stat_norm_topol,pval_topol
[IDH1->-SRSF2],"[3, 7, 9, 13, 14, 16, 17, 19, 21, 26, 27, 30, 32, 34, 35, 36, 37, 38, 39, 42, 45, 49, 51, 52, 53, 61, 66, 70, 71, 76, 77, 80, 82, 83, 85, 86, 88, 90, 91, 93, 94, 99, 103, 106, 107, 109, 110, 111, 112, 113, 114]","[3, 7, 9, 13, 14, 16, 17, 19, 21, 26, 27, 30, 32, 34, 35, 36, 37, 38, 39, 42, 45, 49, 51, 52, 53, 55, 61, 66, 70, 71, 76, 77, 80, 82, 83, 85, 86, 88, 89, 90, 91, 93, 94, 98, 99, 103, 106, 107, 109, 110, 111, 112, 113, 114]",51,0.425,0.1274743480725623,0.0007325435476367,0.2975256519274376,10.992783931703396,6.258631926904169e-26,0.1861904761904761,0.0008541351725875,0.2388095238095238,8.171247019430202,1.0645545040832983e-17,,,,,
[SRSF2->-NRAS],"[3, 6, 7, 9, 13, 17, 19, 23, 25, 32, 34, 38, 45, 47, 50, 53, 61, 62, 68, 72, 79, 80, 82, 83, 88, 90, 96, 108, 110, 111, 114, 115, 118]","[3, 6, 7, 9, 11, 13, 17, 19, 22, 23, 25, 32, 34, 38, 45, 47, 50, 53, 61, 62, 68, 72, 79, 80, 82, 83, 88, 90, 96, 104, 108, 110, 111, 114, 115, 118]",33,0.275,0.1012809429327286,0.000553838799174,0.1737190570672713,7.381689527458016,4.47398581223277e-13,0.1340674603174603,0.0006069637345679,0.1409325396825396,5.720446214985586,2.694030170973284e-09,,,,,
[IDH2->-SRSF2],"[6, 8, 10, 20, 23, 24, 25, 29, 33, 40, 41, 44, 47, 48, 50, 54, 55, 59, 62, 63, 64, 68, 72, 73, 79, 89, 92, 96, 98, 108, 115, 116, 118]","[6, 8, 10, 20, 21, 22, 23, 24, 25, 29, 33, 34, 37, 40, 41, 44, 47, 48, 50, 54, 55, 59, 62, 63, 64, 68, 72, 73, 79, 89, 92, 96, 98, 104, 107, 108, 109, 115, 116, 118]",33,0.275,0.0893685279667422,0.0005234221018211,0.1856314720332577,8.113823944622407,6.694513977432835e-14,0.1300198412698412,0.0006151183390022,0.1449801587301587,5.845601870592898,5.502156037739467e-09,,,,,
[SRSF2->-KRAS],"[9, 16, 20, 21, 26, 27, 29, 39, 40, 41, 42, 47, 48, 49, 51, 54, 61, 63, 70, 72, 73, 76, 82, 83, 86, 96, 112, 113, 114, 118]","[9, 16, 20, 21, 26, 27, 29, 39, 40, 41, 42, 47, 48, 49, 51, 54, 61, 63, 70, 72, 73, 76, 82, 83, 86, 96, 112, 113, 114, 118]",30,0.25,0.0815763888888888,0.0004543056037808,0.1684236111111111,7.901852665857228,1.925658535235273e-15,0.112281746031746,0.0005053535997732,0.1377182539682539,6.126237454123955,2.4452806796638404e-11,,,,,
[IDH1->-NRAS SRSF2->-NRAS IDH1->-SRSF2],"[3, 7, 9, 13, 17, 19, 32, 34, 38, 45, 53, 61, 80, 82, 83, 88, 90, 110, 111, 114]","[3, 7, 9, 13, 17, 19, 32, 34, 38, 45, 53, 61, 80, 82, 83, 88, 90, 110, 111, 114]",20,0.1666666666666666,0.0085400917377533,6.718305686438134e-05,0.1581265749289133,19.29189918756133,4.559538078131452e-27,0.0219047619047619,0.0001560919390904,0.1447619047619047,11.586814415582095,6.190631216473945e-19,,,,,
[IDH1->-KRAS SRSF2->-KRAS IDH1->-SRSF2],"[9, 16, 21, 26, 27, 39, 42, 49, 51, 61, 70, 76, 82, 83, 86, 112, 113, 114]","[9, 16, 21, 26, 27, 39, 42, 49, 51, 61, 70, 76, 82, 83, 86, 112, 113, 114]",18,0.15,0.0061133101851851,4.8542276748078125e-05,0.1438866898148148,20.6519255421596,2.2536622055164736e-26,0.0185119047619047,0.0001321426603048,0.1314880952380952,11.438390295034887,6.593571709853908e-18,,,,,
[IDH2->-NRAS],"[6, 23, 25, 47, 50, 62, 68, 72, 75, 79, 84, 96, 108, 115, 118]","[6, 22, 23, 25, 34, 47, 50, 62, 68, 72, 75, 79, 84, 96, 104, 108, 115, 118]",15,0.125,0.0478459467120181,0.0002682340643374,0.0771540532879818,4.710877179241418,8.782717196025548e-06,0.0645436507936507,0.0002986618953136,0.0604563492063492,3.4982593967361413,0.0004746290772049,,,,,
[IDH2->-NRAS IDH2->-SRSF2 SRSF2->-NRAS],"[6, 23, 25, 47, 50, 62, 68, 72, 79, 96, 108, 115, 118]","[6, 22, 23, 25, 34, 47, 50, 62, 68, 72, 79, 96, 104, 108, 115, 118]",13,0.1083333333333333,0.0050586507486592,4.017217243187908e-05,0.103274682584674,16.294131231793447,5.2300402700535686e-17,0.014345238095238,0.0001033783304988,0.0939880952380952,9.24396071493462,2.4076201229139056e-11,,,,,
[IDH2->-KRAS],"[20, 29, 40, 41, 47, 48, 54, 63, 72, 73, 84, 96, 118]","[20, 21, 29, 40, 41, 47, 48, 54, 63, 72, 73, 84, 96, 118]",13,0.1083333333333333,0.0378263888888888,0.0002106834972993,0.0705069444444444,4.857542785971577,3.684997558593751e-06,0.0523611111111111,0.0002346257716049,0.0559722222222222,3.6541358808341777,0.000202645195855,,,,,
[IDH2->-KRAS SRSF2->-KRAS IDH2->-SRSF2],"[20, 29, 40, 41, 47, 48, 54, 63, 72, 73, 96, 118]","[20, 21, 29, 40, 41, 47, 48, 54, 63, 72, 73, 96, 118]",12,0.1,0.0041567515432098,3.3116906874845204e-05,0.0958432484567901,16.65469338230239,5.717497023909042e-17,0.0136805555555555,9.714023919753086e-05,0.0863194444444444,8.758082911435155,5.340451274224228e-11,,,,,
