,edges_traj,traj_occ_list,traj_alt_occ_list,traj_supp,traj_freq,traj_exp_ind,traj_var_ind,t_stat_ind,t_stat_norm_ind,pval_ind,traj_exp_perm,traj_var_perm,t_stat_perm,t_stat_norm_perm,pval_perm,traj_exp_topol,traj_var_topol,t_stat_topol,t_stat_norm_topol,pval_topol
0,[IDH1->-SRSF2],"[14, 25, 75, 76, 78, 84, 95]","[14, 22, 25, 75, 76, 78, 84, 95]",7,0.0583333333333333,0.0197291666666666,0.0001103288483796,0.0386041666666666,3.675273299092496,0.0007471064814814,0.0286111111111111,0.0001252700617283,0.0297222222222222,2.6555692505277713,0.0090494791666666,,,,,
1,[WT1->-IDH1],"[24, 51, 70, 86, 106]","[20, 24, 51, 70, 86, 106]",5,0.0416666666666666,0.0163194444444444,9.030189043209876e-05,0.0253472222222222,2.6673619476328234,0.015380859375,0.025,0.0001041666666666,0.0166666666666666,1.6329931618554516,0.109375,,,,,
2,[IDH2->-RUNX1],"[17, 29, 50, 59, 97]","[17, 29, 50, 59, 87, 97]",5,0.0416666666666666,0.0148466553287981,8.308034501120932e-05,0.0268200113378684,2.9424548758178357,0.0084375,0.0199206349206349,9.126354245401866e-05,0.0217460317460317,2.2763097396404497,0.031547619047619,,,,,
3,[IDH1->-TP53],"[1, 22, 47, 51, 62]","[1, 22, 47, 51, 62, 76, 81]",5,0.0416666666666666,0.0195195578231292,0.0001064151503713,0.0221471088435374,2.1469172649833617,0.044363441632653,0.0244047619047619,0.0001152706916099,0.0172619047619047,1.6077897911545298,0.1116339285714285,,,,,
4,[IDH2->-SRSF2],"[32, 42, 59, 65, 112]","[32, 42, 59, 65, 95, 112]",5,0.0416666666666666,0.0126452664399092,7.371687085997475e-05,0.0290214002267573,3.3801417750238825,0.0031666312358276,0.0175595238095238,8.352820294784582e-05,0.0241071428571428,2.637722916554636,0.0140542328042328,,,,,
5,[SETBP1->-TP53],"[9, 38, 51, 62, 110]","[1, 9, 38, 51, 62, 110]",5,0.0416666666666666,0.0181327947845805,9.591980697584212e-05,0.0235338718820861,2.4029195828764367,0.0259683465222823,0.0228174603174603,0.0001022376543209,0.0188492063492063,1.8641790821607795,0.0722181729834791,,,,,
6,[IDH1->-SETBP1],"[1, 51, 62, 107]","[1, 51, 62, 78, 107]",4,0.0333333333333333,0.0132232615268329,7.137262636588609e-05,0.0201100718065003,2.380388164380709,0.0324263038548752,0.0174603174603174,7.873519778281683e-05,0.0158730158730158,1.7888543819998317,0.0922619047619047,,,,,
7,[IDH1->-SETBP1 SETBP1->-TP53 IDH1->-TP53],"[51, 62]","[1, 51, 62]",2,0.0166666666666666,0.0017219995140913,1.3348594414641813e-05,0.0149446671525753,4.090425414587346,0.0134985422740524,0.0036507936507936,2.5803099017384736e-05,0.013015873015873,2.562343611729737,0.0568783068783068,,,,,
8,[IDH2->-FLT3],"[59, 83, 110, 112]","[59, 79, 83, 98, 110, 112]",4,0.0333333333333333,0.0129830404383975,7.62043217459939e-05,0.0203502928949357,2.331207132882057,0.0380090953615006,0.0171626984126984,8.722875724363821e-05,0.0161706349206349,1.731399268722634,0.1002640253632317,,,,,
9,[IDH2->-STAG2],"[17, 56, 96, 97]","[17, 56, 73, 96, 97]",4,0.0333333333333333,0.0125578703703703,6.976259752229082e-05,0.0207754629629629,2.487364255967647,0.0269097222222222,0.0173611111111111,7.860725308641976e-05,0.0159722222222222,1.801499034972302,0.0902777777777777,,,,,
