edges_traj,traj_occ_list,traj_alt_occ_list,traj_supp,traj_freq,traj_exp_ind,traj_var_ind,t_stat_ind,t_stat_norm_ind,pval_ind,traj_exp_perm,traj_var_perm,t_stat_perm,t_stat_norm_perm,pval_perm,traj_exp_topol,traj_var_topol,t_stat_topol,t_stat_norm_topol,pval_topol
[IDH2->-SRSF2],"[12, 16, 17, 19, 20, 25, 26, 27, 34, 36, 40, 49, 52, 54, 55, 60, 62, 65, 66, 68, 70, 72, 77, 78, 79, 84, 87, 88, 91, 97, 103, 112, 114, 118, 119]","[12, 16, 17, 19, 20, 22, 25, 26, 27, 34, 36, 40, 49, 52, 54, 55, 60, 62, 65, 66, 68, 70, 72, 77, 78, 79, 84, 87, 88, 89, 91, 97, 103, 112, 114, 118, 119]",35,0.2916666666666667,0.0918899281934996,0.0005233578265545,0.199776738473167,8.73264000251249,3.644379296724798e-17,0.1324603174603174,0.0005998385928445,0.1592063492063492,6.50044639706074,8.783205086556972e-12,,,,,
[IDH1->-SRSF2],"[1, 7, 8, 11, 15, 23, 28, 29, 30, 31, 38, 39, 48, 51, 63, 64, 80, 81, 82, 83, 85, 86, 89, 92, 93, 94, 96, 98, 105, 110, 111, 113, 115, 116]","[1, 7, 8, 11, 15, 23, 28, 29, 30, 31, 34, 38, 39, 48, 51, 63, 64, 80, 81, 82, 83, 85, 86, 87, 89, 92, 93, 94, 96, 98, 105, 110, 111, 113, 115, 116]",34,0.2833333333333333,0.0864974962207105,0.000496074701186,0.1968358371126228,8.837524521087563,3.131811893307475e-17,0.1250198412698412,0.0005759806468883,0.158313492063492,6.5965063220860225,6.436404171208783e-12,,,,,
[SRSF2->-KRAS],"[16, 19, 23, 27, 34, 39, 49, 51, 54, 62, 63, 70, 72, 83, 86, 88, 96, 97, 112, 113, 114, 119]","[16, 19, 22, 23, 27, 34, 39, 49, 51, 54, 62, 63, 70, 72, 83, 86, 88, 96, 97, 112, 113, 114, 119]",22,0.1833333333333333,0.0637417800453514,0.0003509784219763,0.1195915532879818,6.383521098773992,3.745261471652027e-10,0.0859325396825396,0.0003872421422272,0.0974007936507936,4.949612373063581,2.153604118912309e-07,,,,,
[SRSF2->-NRAS],"[1, 11, 12, 17, 20, 26, 48, 60, 65, 82, 83, 84, 96, 110, 111, 114, 119]","[1, 11, 12, 17, 20, 26, 48, 60, 65, 82, 83, 84, 96, 110, 111, 114, 119]",17,0.1416666666666666,0.0503447184429327,0.000269387769173,0.0913219482237339,5.563988594120541,2.1632836789500957e-08,0.066547619047619,0.0002923579617031,0.0751190476190476,4.393317703762655,2.4926725518766536e-06,,,,,
[IDH2->-KRAS SRSF2->-KRAS IDH2->-SRSF2],"[16, 19, 27, 34, 49, 54, 62, 70, 72, 88, 97, 112, 114, 119]","[16, 19, 22, 27, 34, 49, 54, 62, 70, 72, 88, 97, 112, 114, 119]",14,0.1166666666666666,0.0051190674153259,4.063663857771242e-05,0.1115475992513407,17.498520860085584,1.675970691311902e-19,0.0146230158730158,0.0001049601206223,0.1020436507936508,9.960332289993312,2.6866325534691784e-13,,,,,
[IDH1-/-IDH2],"[5, 33, 34, 37, 43, 57, 74, 87, 89, 101, 107, 109]","[5, 33, 34, 37, 43, 57, 74, 87, 89, 101, 107, 109]",12,0.1,0.0460138888888888,0.0001990757673182,0.0539861111111111,3.8262456161978298,6.503073718437228e-05,0.0758333333333333,0.0001111882716049,0.0241666666666666,2.2918556585161705,0.019753086419753,,,,,
[IDH2->-NRAS SRSF2->-NRAS IDH2->-SRSF2],"[12, 17, 20, 26, 60, 65, 84, 114, 119]","[12, 17, 20, 26, 60, 65, 84, 114, 119]",9,0.075,0.0038092592592592,3.0044089220393232e-05,0.0711907407407407,12.988051149520883,1.7365080272316213e-12,0.0113888888888888,7.997685185185183e-05,0.0636111111111111,7.112967578059242,3.473016054463241e-08,,,,,
[IDH1->-KRAS SRSF2->-KRAS IDH1->-SRSF2],"[23, 39, 51, 63, 83, 86, 96, 113]","[23, 34, 39, 51, 63, 83, 86, 96, 113]",8,0.0666666666666666,0.0035638503086419,2.809456800691348e-05,0.0631028163580246,11.905223788915269,1.2234387988293609e-10,0.0100694444444444,7.125289351851851e-05,0.0565972222222222,6.704924068786277,4.713378931057255e-07,,,,,
[IDH1->-NRAS SRSF2->-NRAS IDH1->-SRSF2],"[1, 11, 48, 82, 83, 96, 110, 111]","[1, 11, 48, 82, 83, 96, 110, 111]",8,0.0666666666666666,0.0037686411204693,2.939116911444325e-05,0.0628980255461973,11.601885678209658,5.5690213833549287e-11,0.0081845238095238,5.909106119299571e-05,0.0584821428571428,7.607857731954327,3.593508448189517e-08,,,,,
[IDH2->-STAG2],"[25, 49, 58, 87, 107]","[3, 25, 49, 58, 76, 87, 107]",5,0.0416666666666666,0.0164814814814814,9.372290809327848e-05,0.0251851851851851,2.601490658142022,0.0187238716049382,0.0222222222222222,0.0001058256172839,0.0194444444444444,1.890166814582405,0.0691041666666666,,,,,
