,edges_traj,traj_occ_list,traj_alt_occ_list,traj_supp,traj_freq,traj_exp_ind,traj_var_ind,t_stat_ind,t_stat_norm_ind,pval_ind,traj_exp_perm,traj_var_perm,t_stat_perm,t_stat_norm_perm,pval_perm,traj_exp_topol,traj_var_topol,t_stat_topol,t_stat_norm_topol,pval_topol
0,[IDH1->-SRSF2],"[0, 1, 3, 9, 11, 12, 17, 18, 24, 32, 36, 37, 39, 40, 42, 49, 51, 54, 56, 59, 63, 72, 73, 75, 80, 82, 83, 86, 87, 90, 91, 97, 98, 100, 103, 108, 110, 113]","[0, 1, 3, 9, 11, 12, 17, 18, 21, 24, 32, 34, 36, 37, 39, 40, 42, 49, 51, 54, 56, 59, 63, 72, 73, 75, 80, 82, 83, 86, 87, 89, 90, 91, 97, 98, 100, 103, 104, 108, 110, 113]",38,0.3166666666666666,0.1047260959939531,0.0005889001968745,0.2119405706727135,8.733599041433912,5.65718496421632e-17,0.1480555555555555,0.0006703987150415,0.1686111111111111,6.512078148807381,1.7065096499322027e-11,,,,,
1,[IDH2->-SRSF2],"[10, 13, 14, 16, 19, 20, 21, 23, 25, 26, 27, 28, 33, 34, 44, 45, 50, 53, 58, 61, 78, 79, 88, 89, 92, 93, 99, 102, 115, 116, 117, 118]","[10, 13, 14, 16, 19, 20, 21, 23, 25, 26, 27, 28, 33, 34, 37, 44, 45, 50, 53, 56, 58, 61, 78, 79, 87, 88, 89, 92, 93, 99, 102, 115, 116, 117, 118]",32,0.2666666666666666,0.0828101851851851,0.000477068651406,0.1838564814814814,8.417604271145041,1.8274533018946612e-15,0.1240277777777777,0.0005593171296296,0.1426388888888888,6.031271614037129,4.4717576382847786e-10,,,,,
2,[SRSF2->-KRAS],"[1, 3, 12, 17, 19, 21, 32, 34, 45, 49, 51, 61, 72, 75, 86, 88, 90, 102, 110]","[1, 3, 12, 17, 19, 21, 32, 34, 45, 49, 51, 61, 72, 75, 86, 88, 90, 102, 110]",19,0.1583333333333333,0.0544674036281179,0.0002927342572989,0.1038659297052154,6.070665988803474,1.0495443088335114e-09,0.071547619047619,0.000318322467876,0.0867857142857142,4.864235530523256,1.88748041788737e-07,,,,,
3,[SRSF2->-NRAS],"[3, 9, 11, 13, 23, 26, 27, 39, 42, 50, 61, 63, 78, 79, 83, 97, 108, 113, 117]","[3, 9, 11, 13, 23, 26, 27, 39, 42, 50, 61, 63, 78, 79, 83, 97, 104, 108, 113, 117]",19,0.1583333333333333,0.0580069444444444,0.0003137733892746,0.1003263888888888,5.663789790112567,2.437631289164225e-08,0.0790873015873015,0.0003431043713781,0.0792460317460317,4.278232656511306,7.0570007203117255e-06,,,,,
4,[IDH1-/-IDH2],"[4, 21, 34, 37, 43, 52, 56, 57, 69, 87, 89, 109]","[4, 21, 34, 37, 43, 52, 56, 57, 69, 87, 89, 109]",12,0.1,0.0457314814814814,0.0002052503000685,0.0542685185185185,3.7879659417885945,7.901234567901233e-05,0.0738888888888888,0.0001297839506172,0.0261111111111111,2.2920012907426037,0.0177777777777777,,,,,
5,[IDH1->-KRAS SRSF2->-KRAS IDH1->-SRSF2],"[1, 3, 12, 17, 32, 49, 51, 72, 75, 86, 90, 110]","[1, 3, 12, 17, 21, 32, 34, 49, 51, 72, 75, 86, 90, 110]",12,0.1,0.0059861565525681,4.6927694114800474e-05,0.0940138434474318,13.72388911233247,9.744555009883989e-15,0.0150595238095238,0.0001070221954522,0.0849404761904761,8.210654232210212,5.954862946935667e-10,,,,,
6,[IDH1->-NRAS SRSF2->-NRAS IDH1->-SRSF2],"[3, 9, 11, 39, 42, 63, 83, 97, 108, 113]","[3, 9, 11, 39, 42, 63, 83, 97, 104, 108, 113]",10,0.0833333333333333,0.0048308256172839,3.7885486925285304e-05,0.0785025077160493,12.754019995765002,9.699315200617285e-13,0.0124007936507936,8.788147203325773e-05,0.0709325396825396,7.566531567289431,1.073799861737104e-08,,,,,
7,[IDH2->-NRAS SRSF2->-NRAS IDH2->-SRSF2],"[13, 23, 26, 27, 50, 61, 78, 79, 117]","[13, 23, 26, 27, 50, 61, 78, 79, 117]",9,0.075,0.0033661265432098,2.6693136258525754e-05,0.0716338734567901,13.864960405817223,5.317056226826195e-13,0.0118055555555555,8.246527777777777e-05,0.0631944444444444,6.958943927407041,4.9614515063760596e-08,,,,,
8,[IDH2->-KRAS SRSF2->-KRAS IDH2->-SRSF2],"[19, 21, 34, 45, 61, 88, 102]","[19, 21, 34, 45, 61, 88, 102]",7,0.0583333333333333,0.00275,2.1556694878472225e-05,0.0555833333333333,11.971635917604578,1.4901161193847657e-10,0.0069444444444444,4.943094135802469e-05,0.0513888888888888,7.309199015206962,1.1163265889346133e-07,,,,,
9,[IDH1->-SETBP1],"[31, 40, 87, 108, 113]","[31, 40, 87, 108, 113, 114, 119]",5,0.0416666666666666,0.0183194444444444,0.0001018400848765,0.0233472222222222,2.313533756959909,0.0326402666666666,0.0254166666666666,0.0001144097222222,0.0162499999999999,1.519224304906658,0.129,,,,,
10,[SETBP1->-SRSF2],"[16, 53, 66, 113]","[16, 40, 53, 66, 87, 108, 113]",4,0.0333333333333333,0.018324074074074,0.0001014190243484,0.0150092592592592,1.490388686569185,0.1410015432098766,0.0252777777777777,0.000113348765432,0.0080555555555555,0.7566361729140465,0.3541666666666667,,,,,
11,[IDH1->-ETV6],"[9, 17, 63, 82]","[9, 17, 54, 63, 82]",4,0.0333333333333333,0.0142361111111111,7.782359182098766e-05,0.0190972222222222,2.1647839841214176,0.04913330078125,0.0189484126984126,8.49060689090451e-05,0.0143849206349206,1.5611265262832672,0.1339285714285714,,,,,
12,[IDH1->-NPM1],"[1, 3, 49, 119]","[1, 3, 49, 80, 119]",4,0.0333333333333333,0.0147916666666666,7.894270833333333e-05,0.0185416666666666,2.0868573261229786,0.0560303999999999,0.01875,8.489583333333335e-05,0.0145833333333333,1.582754710761471,0.129375,,,,,
13,[IDH1->-EZH2],"[9, 72, 104, 110]","[9, 72, 104, 110]",4,0.0333333333333333,0.0107729591836734,6.032559603348142e-05,0.0225603741496598,2.9046612238950473,0.0106026785714285,0.0131349206349206,6.582498740236835e-05,0.0201984126984126,2.4895557104855404,0.0235615079365079,,,,,
14,[SRSF2->-EZH2],"[9, 72, 104, 110]","[9, 72, 104, 110, 115]",4,0.0333333333333333,0.0128562925170068,7.334642936681475e-05,0.0204770408163265,2.3909897135991356,0.033266900510204,0.0159126984126984,8.125708616780046e-05,0.0174206349206349,1.9325616500300136,0.072786753590325,,,,,
15,[SRSF2->-EZH2 IDH1->-SRSF2 IDH1->-EZH2],"[9, 72, 110]","[9, 72, 104, 110]",3,0.025,0.0014827229105928,1.1696598330109216e-05,0.0235172770894071,6.876338510668179,0.0002803275327988,0.0027380952380952,2.074278785588309e-05,0.0222619047619047,4.887972542283022,0.0018820861678004,,,,,
