edges_traj,traj_occ_list,traj_alt_occ_list,traj_supp,traj_freq,traj_exp_ind,traj_var_ind,t_stat_ind,t_stat_norm_ind,pval_ind,traj_exp_perm,traj_var_perm,t_stat_perm,t_stat_norm_perm,pval_perm,traj_exp_topol,traj_var_topol,t_stat_topol,t_stat_norm_topol,pval_topol
[IDH1->-SRSF2],"[0, 2, 3, 7, 9, 10, 12, 13, 15, 17, 18, 19, 20, 21, 24, 28, 29, 31, 32, 34, 35, 36, 37, 44, 52, 56, 58, 59, 61, 62, 63, 64, 65, 67, 68, 73, 77, 79, 83, 85, 88, 89, 91, 95, 96, 97, 98, 99, 102, 105, 108, 109, 110, 111, 112, 114, 117, 118]","[0, 2, 3, 7, 9, 10, 12, 13, 15, 17, 18, 19, 20, 21, 22, 24, 28, 29, 31, 32, 34, 35, 36, 37, 44, 52, 55, 56, 58, 59, 61, 62, 63, 64, 65, 67, 68, 73, 77, 79, 83, 85, 87, 88, 89, 91, 95, 96, 97, 98, 99, 102, 104, 105, 107, 108, 109, 110, 111, 112, 114, 117, 118]",58,0.4833333333333333,0.1437734315948601,0.0008348624044304,0.3395599017384731,11.751923266032197,1.043802879869553e-28,0.2131547619047619,0.0009824093757873,0.2701785714285714,8.619948114818007,3.7357941257663843e-19,,,,,
[IDH2->-SRSF2],"[1, 6, 8, 11, 14, 16, 23, 25, 26, 27, 30, 33, 38, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 60, 66, 70, 71, 72, 75, 76, 78, 80, 81, 82, 84, 86, 87, 90, 92, 93, 94, 100, 103, 106, 107, 113, 115, 116, 119]","[1, 6, 8, 11, 14, 16, 21, 23, 25, 26, 27, 30, 33, 34, 37, 38, 39, 40, 41, 42, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 56, 60, 66, 70, 71, 72, 75, 76, 78, 80, 81, 82, 84, 86, 87, 89, 90, 92, 93, 94, 95, 98, 100, 103, 106, 107, 109, 113, 115, 116, 119]",53,0.4416666666666666,0.1433981481481481,0.0008213919860253,0.2982685185185185,10.407158921189184,8.996153679347591e-23,0.2070833333333333,0.0009507523148148,0.2345833333333333,7.607876559508552,8.088040261156765e-15,,,,,
[SRSF2->-NRAS],"[1, 6, 7, 9, 12, 16, 17, 20, 21, 23, 25, 32, 38, 39, 40, 41, 45, 46, 47, 48, 58, 61, 62, 63, 65, 68, 70, 72, 73, 75, 76, 78, 82, 83, 86, 88, 96, 97, 102, 108, 111, 112, 113, 114, 115, 118, 119]","[1, 6, 7, 9, 12, 16, 17, 20, 21, 22, 23, 25, 32, 38, 39, 40, 41, 45, 46, 47, 48, 58, 61, 62, 63, 65, 68, 70, 72, 73, 75, 76, 78, 82, 83, 86, 88, 96, 97, 102, 108, 111, 112, 113, 114, 115, 118, 119]",47,0.3916666666666666,0.1357163170823885,0.0007411477517516,0.2559503495842782,9.401633760525792,1.8433327780842393e-21,0.1843253968253968,0.0008150880259511,0.2073412698412698,7.262455719091906,2.4835440314050818e-15,,,,,
[SRSF2->-KRAS],"[0, 3, 9, 11, 13, 15, 19, 26, 27, 29, 34, 42, 47, 49, 50, 51, 53, 54, 60, 61, 72, 79, 80, 82, 83, 84, 90, 96, 100, 110, 114, 117, 118]","[0, 3, 9, 11, 13, 15, 19, 26, 27, 29, 34, 42, 47, 49, 50, 51, 53, 54, 60, 61, 72, 79, 80, 82, 83, 84, 90, 96, 100, 104, 110, 114, 117, 118]",33,0.275,0.0943076814058956,0.0005203230400921,0.1806923185941043,7.921422218214866,3.0116031110891413e-15,0.1282738095238095,0.0005748334750566,0.1467261904761905,6.119791363059464,5.7705458274901e-11,,,,,
[IDH1->-NRAS SRSF2->-NRAS IDH1->-SRSF2],"[7, 9, 12, 17, 20, 21, 32, 58, 61, 62, 63, 65, 68, 73, 83, 88, 96, 97, 102, 108, 111, 112, 114, 118]","[7, 9, 12, 17, 20, 21, 22, 32, 58, 61, 62, 63, 65, 68, 73, 83, 88, 96, 97, 102, 108, 111, 112, 114, 118]",24,0.2,0.0097240442671777,7.665134920055716e-05,0.1902759557328222,21.733216694113,3.271564863320769e-32,0.0261210317460317,0.000186220257779,0.1738789682539682,12.741882409417528,4.953627886350644e-22,,,,,
[IDH2->-NRAS SRSF2->-NRAS IDH2->-SRSF2],"[1, 6, 16, 23, 25, 38, 39, 40, 41, 45, 46, 47, 48, 70, 72, 75, 76, 78, 82, 86, 113, 115, 119]","[1, 6, 16, 21, 23, 25, 38, 39, 40, 41, 45, 46, 47, 48, 70, 72, 75, 76, 78, 82, 86, 113, 115, 119]",23,0.1916666666666666,0.0089926697530864,7.104250298580152e-05,0.1826739969135802,21.672928795429627,3.678068408191981e-31,0.0284722222222222,0.0002002218364197,0.1631944444444444,11.533195397582112,1.2850511736475816e-19,,,,,
[IDH1-/-IDH2],"[4, 5, 21, 34, 37, 43, 55, 56, 57, 69, 74, 87, 89, 95, 98, 101, 107, 109]","[4, 5, 21, 34, 37, 43, 55, 56, 57, 69, 74, 87, 89, 95, 98, 101, 107, 109]",18,0.15,0.0719398148148148,0.0003057876586076,0.0780601851851851,4.463952867270188,1.5053411385271363e-06,0.1174999999999999,0.0001690586419753,0.0325,2.499566370425941,0.0073159579332418,,,,,
[IDH2->-KRAS SRSF2->-KRAS IDH2->-SRSF2],"[11, 26, 27, 42, 47, 49, 50, 51, 53, 54, 60, 72, 80, 82, 84, 90, 100]","[11, 26, 27, 34, 42, 47, 49, 50, 51, 53, 54, 60, 72, 80, 82, 84, 90, 100]",17,0.1416666666666666,0.0067612268518518,5.343625027238369e-05,0.1349054398148148,18.45489057803755,6.554250670230047e-23,0.0207638888888888,0.0001463879243827,0.1209027777777777,9.992718482231416,1.0634112453652386e-14,,,,,
[IDH1->-KRAS SRSF2->-KRAS IDH1->-SRSF2],"[0, 3, 9, 13, 15, 19, 29, 34, 61, 79, 83, 96, 110, 114, 117, 118]","[0, 3, 9, 13, 15, 19, 29, 34, 61, 79, 83, 96, 104, 110, 114, 117, 118]",16,0.1333333333333333,0.0057186411204693,4.5455605899398854e-05,0.1276146922128639,18.92809695345918,2.8072625399767837e-22,0.0162797619047619,0.0001174007739669,0.1170535714285714,10.803119721235198,3.1224819609605204e-15,,,,,
[KRAS-/-NRAS SRSF2->-KRAS SRSF2->-NRAS],"[9, 47, 61, 72, 82, 83, 96, 114, 118]","[9, 47, 61, 72, 82, 83, 96, 114, 118]",9,0.075,0.0052583333333333,4.062739583333334e-05,0.0697416666666666,10.94165026616117,3.5156250000000005e-11,0.0121825396825396,8.445609725371629e-05,0.0628174603174603,6.835414726745072,6.532105297537393e-08,,,,,
[KRAS-/-NRAS IDH2->-KRAS IDH2->-NRAS IDH2->-SRSF2 SRSF2->-NRAS SRSF2->-KRAS],"[47, 72, 82]","[47, 72, 82]",3,0.025,0.0002102083333333,1.7368590060763886e-06,0.0247897916666666,18.810077916082463,5.859375e-07,0.0018055555555555,1.390817901234568e-05,0.0231944444444444,6.21940500474422,0.0003472222222222,,,,,
[KRAS-/-NRAS IDH1->-KRAS IDH1->-NRAS IDH1->-SRSF2 SRSF2->-NRAS SRSF2->-KRAS],"[9, 61, 83, 96, 114, 118]","[9, 61, 83, 96, 114, 118]",6,0.05,0.0003611979166666,2.9869628987630207e-06,0.0496388020833333,28.721451104717858,1.1444091796875e-13,0.0028571428571428,2.210569412950365e-05,0.0471428571428571,10.026833921523451,9.18577307466196e-09,,,,,
[IDH2-/-SRSF2 IDH1-/-IDH2 IDH1->-SRSF2],"[21, 34, 37, 56, 89, 95, 98, 109]","[21, 34, 37, 55, 56, 87, 89, 95, 98, 107, 109]",8,0.0666666666666666,0.0035354938271604,2.8311525744574944e-05,0.0631311728395061,11.864849132164684,7.034919051873373e-10,0.0131944444444444,9.33159722222222e-05,0.0534722222222222,5.535415691109838,1.748601565278412e-05,,,,,
[SRSF2->-PTPN11],"[9, 45, 48, 63, 119]","[9, 45, 48, 63, 119]",5,0.0416666666666666,0.0149791666666666,7.974782986111111e-05,0.0266875,2.9884669382453124,0.0059326171875,0.0192261904761904,8.521471088435374e-05,0.0224404761904761,2.4309430295954586,0.0200892857142857,,,,,
[IDH1->-PPM1D],"[9, 59, 62, 108, 111]","[9, 59, 62, 87, 108, 111]",5,0.0416666666666666,0.0147018613000755,8.256712068265094e-05,0.026964805366591,2.967520446037632,0.0080421120829284,0.017579365079365,8.918335852859664e-05,0.0240873015873015,2.550622806627086,0.0185600907029478,,,,,
[IDH2->-EZH2],"[1, 23, 53, 81]","[1, 23, 53, 81]",4,0.0333333333333333,0.0115833333333333,6.188541666666667e-05,0.02175,2.764808790593667,0.0135,0.015,6.666666666666667e-05,0.0183333333333333,2.2453655975512463,0.0375,,,,,
[SRSF2->-CSF3R NRAS->-CSF3R SRSF2->-NRAS],"[62, 76, 111, 114]","[62, 76, 111, 114]",4,0.0333333333333333,0.0020360427239678,1.5874231822239737e-05,0.0312972906093654,7.855256728075172,1.2352877659000109e-05,0.0038591269841269,2.817096167170572e-05,0.0294742063492063,5.553174021739558,0.0001576278659611,,,,,
[IDH1->-SF3B1],"[22, 52, 59, 111]","[22, 52, 59, 111]",4,0.0333333333333333,0.008036470143613,4.88416404501668e-05,0.0252968631897203,3.619691441268454,0.0026412698412698,0.009781746031746,5.4670178256487774e-05,0.0235515873015873,3.1852603645238124,0.0057777777777777,,,,,
[IDH2->-SETBP1],"[80, 84, 94, 115]","[80, 84, 94, 115]",4,0.0333333333333333,0.0096666666666666,5.490625e-05,0.0236666666666666,3.193935947804376,0.005625,0.0127777777777777,6.126543209876544e-05,0.0205555555555555,2.6261617316544017,0.0166666666666666,,,,,
[NRAS->-PTPN11 SRSF2->-PTPN11 SRSF2->-NRAS],"[45, 48, 63, 119]","[9, 45, 48, 63, 119]",4,0.0333333333333333,0.0024197916666666,1.898076280381945e-05,0.0309135416666666,7.095645871687692,5.3314208984375e-05,0.0057341269841269,4.0697830057949106e-05,0.0275992063492063,4.3262435674327655,0.001410934744268,,,,,
[SRSF2->-PPM1D IDH1->-PPM1D IDH1->-SRSF2],"[9, 62, 108, 111]","[9, 59, 62, 87, 108, 111]",4,0.0333333333333333,0.0022085919222186,1.7263859511550726e-05,0.0311247414111147,7.490948396876389,2.7816564290578097e-05,0.0039781746031746,2.9265380920886876e-05,0.0293551587301587,5.426344252997947,0.0002668008914324,,,,,
[SRSF2->-JAK2],"[9, 22, 113, 118]","[9, 22, 52, 94, 113, 118]",4,0.0333333333333333,0.0130625,7.786241319444443e-05,0.0202708333333333,2.2972468941613373,0.0406511799999999,0.0163095238095238,8.712443310657597e-05,0.0170238095238095,1.8238401362561771,0.0868678571428571,,,,,
[SF3B1-/-SRSF2],"[49, 52, 59, 81]","[11, 22, 49, 52, 59, 81, 111]",4,0.0333333333333333,0.0140143613000755,6.926585573340784e-05,0.0193189720332577,2.3212633357040984,0.0353384489795918,0.0171031746031746,7.231827916351725e-05,0.0162301587301587,1.9085288334502704,0.0749714285714285,,,,,
[SF3B1-/-SRSF2 IDH1->-SF3B1 IDH1->-SRSF2],"[52, 59]","[22, 52, 59, 111]",2,0.0166666666666666,0.0018946442068891,1.4535345825072352e-05,0.0147720224597775,3.874603574693114,0.0160129575639779,0.003531746031746,2.489449483497103e-05,0.0131349206349206,2.6325449419049516,0.0521904761904761,,,,,
[SRSF2->-PHF6],"[1, 9, 11, 110]","[1, 9, 11, 110]",4,0.0333333333333333,0.0125021258503401,6.473922450570364e-05,0.0208312074829932,2.5889919388160822,0.0193877551020408,0.015079365079365,6.786974048878811e-05,0.0182539682539682,2.2157420339518046,0.040391156462585,,,,,
[IDH1->-JAK2],"[9, 22, 52, 118]","[9, 22, 52, 118]",4,0.0333333333333333,0.0086041666666666,5.225303819444444e-05,0.0247291666666666,3.421004992946456,0.00392,0.0104761904761904,5.865221088435374e-05,0.0228571428571428,2.98455611580832,0.0087499999999999,,,,,
[JAK2-/-KRAS IDH1->-JAK2 SRSF2->-JAK2 IDH1->-KRAS SRSF2->-KRAS IDH1->-SRSF2],"[9, 118]","[9, 118]",2,0.0166666666666666,0.0001125520833333,9.304743896484374e-07,0.0165541145833333,17.16144073544301,3.75e-05,0.0004960317460317,3.9536879566641465e-06,0.0161706349206349,8.132533808327057,0.0004761904761904,,,,,
[IDH1->-NPM1 SRSF2->-NPM1 IDH1->-SRSF2],"[3, 20, 110]","[3, 20, 110]",3,0.025,0.0016191812439261,1.2605110699900885e-05,0.0233808187560738,6.585464050310875,0.0002653061224489,0.0033928571428571,2.433508125472411e-05,0.0216071428571428,4.380068908121564,0.0024074074074074,,,,,
[SRSF2->-EZH2 IDH2->-EZH2 IDH2->-SRSF2],"[1, 23, 53]","[1, 23, 53, 81]",3,0.025,0.0018416666666666,1.4342465277777778e-05,0.0231583333333333,6.114985015467797,0.00052,0.0044444444444444,3.117283950617284e-05,0.0205555555555555,3.6816376037769594,0.0069444444444444,,,,,
[IDH1->-RUNX1],"[12, 35, 59]","[12, 35, 59]",3,0.025,0.006048044217687,3.634225666244389e-05,0.0189519557823129,3.143750625720352,0.0114795918367346,0.0078373015873015,4.108993134290753e-05,0.0171626984126984,2.6774283845681137,0.0238095238095238,,,,,
[IDH2->-STAG2 SRSF2->-STAG2 IDH2->-SRSF2],"[46, 47, 49]","[46, 47, 49]",3,0.025,0.0009874999999999,7.846788194444444e-06,0.0240125,8.572182585975096,4.8e-05,0.0023611111111111,1.7264660493827162e-05,0.0226388888888888,5.448489104288736,0.0005555555555555,,,,,
[IDH1-/-SRSF2 IDH1-/-IDH2 IDH2->-SRSF2],"[55, 87, 107]","[21, 34, 37, 55, 56, 87, 89, 95, 98, 107, 109]",3,0.025,0.0035354938271604,2.8311525744574944e-05,0.0214645061728395,4.034031303118595,0.0074757079666586,0.0131944444444444,9.33159722222222e-05,0.0118055555555555,1.222104762972302,0.2023412879572126,,,,,
[IDH1->-BCOR SRSF2->-BCOR IDH1->-SRSF2],"[3, 17, 110]","[3, 17, 110]",3,0.025,0.0016191812439261,1.2605110699900885e-05,0.0233808187560738,6.585464050310875,0.0002653061224489,0.0033928571428571,2.433508125472411e-05,0.0216071428571428,4.380068908121564,0.0024074074074074,,,,,
