,edges_traj,traj_occ_list,traj_alt_occ_list,traj_supp,traj_freq,traj_exp_ind,traj_var_ind,t_stat_ind,t_stat_norm_ind,pval_ind,traj_exp_perm,traj_var_perm,t_stat_perm,t_stat_norm_perm,pval_perm,traj_exp_topol,traj_var_topol,t_stat_topol,t_stat_norm_topol,pval_topol
0,[IDH2->-SRSF2],"[0, 2, 6, 8, 14, 15, 20, 21, 25, 30, 35, 37, 38, 45, 46, 49, 53, 54, 58, 66, 67, 80, 82, 83, 86, 89, 92, 100, 102, 104, 107, 110, 114, 116, 117, 118]","[0, 2, 6, 8, 14, 15, 20, 21, 25, 30, 34, 35, 37, 38, 45, 46, 49, 53, 54, 55, 58, 66, 67, 80, 82, 83, 86, 89, 92, 100, 102, 104, 107, 110, 114, 116, 117, 118]",36,0.3,0.0892636999244142,0.0005155107169182,0.2107363000755857,9.281549853166004,9.116466372980025e-19,0.1283531746031746,0.0005992059555303,0.1716468253968253,7.01209376789012,3.3888067081424093e-13,,,,,
1,[IDH1->-SRSF2],"[3, 18, 32, 34, 36, 42, 50, 52, 55, 60, 61, 62, 65, 79, 81, 84, 90, 91, 93, 94, 96, 103, 105, 113, 119]","[3, 18, 21, 32, 34, 36, 37, 42, 50, 52, 55, 60, 61, 62, 65, 79, 81, 84, 89, 90, 91, 93, 94, 96, 103, 105, 107, 113, 119]",25,0.2083333333333333,0.0647695578231292,0.0003781210617225,0.1435637755102041,7.3829416620547725,9.427895062980376e-12,0.0946825396825396,0.0004450546422272,0.1136507936507936,5.387233568090026,6.956084746057343e-08,,,,,
2,[SRSF2->-KRAS],"[0, 3, 6, 15, 16, 32, 34, 46, 49, 54, 58, 60, 61, 62, 63, 65, 82, 83, 96, 100, 102, 113, 114, 118]","[0, 3, 6, 15, 16, 32, 34, 46, 49, 54, 58, 60, 61, 62, 63, 65, 82, 83, 96, 100, 102, 113, 114, 118]",24,0.2,0.0662070578231292,0.0003661681885658,0.1337929421768707,6.9918628125234905,2.3841857910156244e-12,0.0907936507936508,0.0004060500125976,0.1092063492063492,5.419486323288828,4.346172014872234e-09,,,,,
3,[SRSF2->-NRAS],"[20, 21, 25, 38, 39, 42, 45, 50, 53, 61, 79, 80, 82, 83, 86, 90, 96, 110, 114, 117, 118, 119]","[20, 21, 25, 38, 39, 42, 45, 50, 53, 61, 79, 80, 82, 83, 86, 90, 96, 110, 114, 117, 118, 119]",22,0.1833333333333333,0.0617521258503401,0.0003383804282094,0.1215812074829931,6.609427368119875,3.199342505208084e-11,0.0839087301587301,0.0003730871283698,0.0994246031746031,5.147409660715799,2.6215005803991258e-08,,,,,
4,[IDH2->-NRAS SRSF2->-NRAS IDH2->-SRSF2],"[20, 21, 25, 38, 45, 53, 80, 82, 83, 86, 110, 114, 117, 118]","[20, 21, 25, 38, 45, 53, 80, 82, 83, 86, 110, 114, 117, 118]",14,0.1166666666666666,0.0053461488365187,4.2206403696335775e-05,0.1113205178301479,17.135076338346675,5.3799634424289215e-20,0.0149900793650793,0.0001066797957608,0.1016765873015873,9.8441874144217,8.887079693409494e-14,,,,,
5,[IDH2->-KRAS SRSF2->-KRAS IDH2->-SRSF2],"[0, 6, 15, 46, 49, 54, 58, 82, 83, 100, 102, 114, 118]","[0, 6, 15, 34, 46, 49, 54, 58, 82, 83, 100, 102, 114, 118]",13,0.1083333333333333,0.0044903935185185,3.575786485571702e-05,0.1038429398148148,17.36565566112422,2.440520930992888e-18,0.0145138888888888,0.0001034673996913,0.0938194444444444,9.223400978584069,6.220955785386646e-12,,,,,
6,[IDH1->-KRAS],"[3, 32, 34, 60, 61, 62, 65, 96, 111, 113]","[3, 19, 32, 34, 60, 61, 62, 65, 96, 111, 113]",10,0.0833333333333333,0.030771872637944,0.0001682717872455,0.0525614606953892,4.051928489710648,0.0001229787359432,0.0407936507936507,0.0001848308767951,0.0425396825396825,3.1290102277437213,0.0017754448784722,,,,,
7,[IDH1->-KRAS SRSF2->-KRAS IDH1->-SRSF2],"[3, 32, 34, 60, 61, 62, 65, 96, 113]","[3, 32, 34, 60, 61, 62, 65, 96, 113]",9,0.075,0.0033111584647086,2.620387734687156e-05,0.0716888415352913,14.004537906786116,2.936764782752092e-13,0.0091369047619047,6.563238142479213e-05,0.0658630952380952,8.129859781488852,2.728798328506832e-09,,,,,
8,[IDH1-/-IDH2],"[21, 34, 37, 55, 69, 74, 89, 101, 107]","[21, 34, 37, 55, 69, 72, 74, 89, 101, 107]",9,0.075,0.0359953703703703,0.0001588889960562,0.0390046296296296,3.094348667612581,0.0021528730376467,0.0569444444444444,0.0001060956790123,0.0180555555555555,1.752919642404429,0.0823045267489711,,,,,
9,[IDH1->-NRAS],"[42, 50, 61, 79, 90, 96, 98, 119]","[21, 22, 42, 50, 59, 61, 79, 90, 96, 98, 119]",8,0.0666666666666666,0.0261961923658352,0.0001501806161446,0.0404704743008314,3.302412757465391,0.0024579656184305,0.0353373015873015,0.0001695621535651,0.031329365079365,2.405952958281455,0.019062801408179,,,,,
