edges_traj,traj_occ_list,traj_alt_occ_list,traj_supp,traj_freq,traj_exp_ind,traj_var_ind,t_stat_ind,t_stat_norm_ind,pval_ind,traj_exp_perm,traj_var_perm,t_stat_perm,t_stat_norm_perm,pval_perm,traj_exp_topol,traj_var_topol,t_stat_topol,t_stat_norm_topol,pval_topol
[IDH1->-SRSF2],"[3, 9, 11, 13, 14, 21, 32, 39, 44, 46, 47, 48, 49, 53, 58, 61, 65, 70, 76, 80, 82, 83, 84, 85, 90, 99, 102, 110, 111, 114, 115, 117]","[3, 9, 11, 13, 14, 21, 32, 39, 44, 46, 47, 48, 49, 53, 58, 61, 65, 70, 76, 80, 82, 83, 84, 85, 90, 99, 102, 110, 111, 114, 115, 117]",32,0.2666666666666666,0.0878586073318216,0.0004843500569816,0.178808059334845,8.124701463153015,2.274532562296372e-16,0.1218849206349206,0.0005419631046863,0.144781746031746,6.219120172592584,8.874871756559538e-12,,,,,
[IDH2->-SRSF2],"[1, 2, 6, 15, 16, 17, 23, 24, 26, 29, 31, 34, 35, 38, 42, 52, 54, 68, 72, 73, 77, 81, 86, 96, 100, 104, 108, 113, 116, 118, 119]","[1, 2, 6, 15, 16, 17, 21, 23, 24, 26, 29, 31, 34, 35, 38, 42, 52, 54, 68, 72, 73, 77, 81, 86, 96, 100, 104, 108, 113, 116, 118, 119]",31,0.2583333333333333,0.0805138888888888,0.0004584310378086,0.1778194444444444,8.305049824397067,7.460131827327939e-16,0.1165277777777777,0.0005249035493827,0.1418055555555555,6.189470408236741,5.141385675718387e-11,,,,,
[IDH1-/-IDH2],"[4, 8, 21, 43, 55, 56, 59, 62, 69, 74, 87, 101, 105, 112]","[4, 8, 21, 43, 55, 56, 59, 62, 69, 74, 87, 101, 105, 112]",14,0.1166666666666666,0.0479838435374149,0.0002145639939244,0.0686828231292517,4.688886451163834,1.1883480191438293e-06,0.0766269841269841,0.0001360685941043,0.0400396825396825,3.4325089371319004,0.0004367178970353,,,,,
[SRSF2->-NRAS],"[9, 16, 17, 21, 32, 47, 53, 54, 65, 68, 81, 82, 111]","[9, 16, 17, 21, 32, 47, 53, 54, 65, 68, 81, 82, 111]",13,0.1083333333333333,0.034599537037037,0.0001936635427383,0.0737337962962963,5.298374582826388,2.892812093098958e-07,0.0467261904761904,0.000214805760267,0.0616071428571428,4.20347149244967,1.3224283854166664e-05,,,,,
[SRSF2->-KRAS],"[48, 76, 82, 84, 102, 110, 111, 119]","[48, 76, 82, 84, 102, 110, 111, 119]",8,0.0666666666666666,0.0247613851095993,0.0001293128270434,0.0419052815570672,3.685088818879307,0.0003544323979591,0.0312698412698412,0.0001377669123204,0.0353968253968254,3.015725797550614,0.0022972470238095,,,,,
[IDH1->-NRAS SRSF2->-NRAS IDH1->-SRSF2],"[9, 21, 32, 47, 53, 65, 82, 111]","[9, 21, 32, 47, 53, 65, 82, 111]",8,0.0666666666666666,0.0028331018518518,2.24424829752753e-05,0.0638335648148148,13.474530639765709,4.783088778272088e-12,0.0071230158730158,5.16256849962207e-05,0.0595436507936507,8.287099349739139,6.219533852635702e-09,,,,,
[IDH1->-KRAS SRSF2->-KRAS IDH1->-SRSF2],"[48, 76, 82, 84, 102, 110, 111]","[48, 76, 82, 84, 102, 110, 111]",7,0.0583333333333333,0.0037686411204693,2.9255535433887695e-05,0.0545646922128639,10.088060643745814,3.5641736853471543e-09,0.0081845238095238,5.812655502015621e-05,0.0501488095238095,6.577688997921187,8.624420275654842e-07,,,,,
[BCOR->-SRSF2],"[3, 70, 80, 86, 104, 118]","[3, 9, 70, 80, 86, 102, 104, 118]",6,0.05,0.0226319444444444,0.0001235705536265,0.0273680555555555,2.4619909181183055,0.021118925,0.0292261904761904,0.0001341730442176,0.0207738095238095,1.7934261936163107,0.0757438616071428,,,,,
[IDH1->-TET2],"[13, 47, 49, 56, 58, 60]","[13, 47, 49, 56, 58, 59, 60, 110]",6,0.05,0.018864984882842,0.0001079719239836,0.0311350151171579,2.9963577230770935,0.0067464009337673,0.025079365079365,0.0001212372448979,0.0249206349206349,2.2632945294163074,0.0304459561602418,,,,,
[IDH2->-NRAS SRSF2->-NRAS IDH2->-SRSF2],"[16, 17, 54, 68, 81]","[16, 17, 21, 54, 68, 81]",5,0.0416666666666666,0.0017103009259259,1.366072876032379e-05,0.0399563657407407,10.81058126099574,1.7345234466290708e-07,0.0061805555555555,4.359085648148149e-05,0.0354861111111111,5.374780179308012,7.82321673525377e-05,,,,,
